順位,管理No,合計スコア
"1","SA050045","824"
"2","KA110344","791"
"3","CH010173","784"
"4","SA050030","781"
"5","KA110343","776"
"6","SA050038","769"
"7","KA020046","765"
"8","KA130039","755"
"9","CH040398","754"
"10","IB010102","754"
"11","NA030158","753"
"12","CH040537","752"
"13","KA020067","750"
"14","SA050041","747"
"15","CH040456","746"
"16","NA030031","745"
"17","KA030020","745"
"18","NA030155","745"
"19","KA110125","739"
"20","IB040942","739"
"21","CH040524","738"
"22","CH020179","736"
"23","NA030156","736"
"24","CH040411","732"
"25","IB050119","732"
"26","CH040580","732"
"27","CH040527","731"
"28","KA020073","729"
"29","KA150215","729"
"30","KA070128","728"
"31","KA080390","728"
"32","KA110071","727"
"33","KA120099","727"
"34","CH010102","726"
"35","IB020032","725"
"36","NA030116","725"
"37","TK150041","722"
"38","TK090046","721"
"39","TC030146","720"
"40","CH040348","718"
"41","CH030042","716"
"42","TC030094","716"
"43","CH040574","716"
"44","KA120057","715"
"45","SA130004","714"
"46","YA040077","714"
"47","IB080070","713"
"48","KA020024","712"
"49","KA150154","712"
"50","YA040066","712"
"51","KA070563","712"
"52","CH040560","712"
"53","SA050031","711"
"54","GU020055","710"
"55","KA110429","710"
"56","KA070566","709"
"57","IB040759","708"
"58","KA170046","707"
"59","KA160371","707"
"60","IB080001","706"
"61","IB070019","705"
"62","SA030001","705"
"63","KA010146","704"
"64","CH040489","704"
"65","KA110402","704"
"66","KA100019","702"
"67","SA050027","702"
"68","SA130002","701"
"69","KA080068","700"
"70","CH040428","699"
"71","IB040818","699"
"72","CH040096","698"
"73","IB080040","698"
"74","SA050011","697"
"75","IB050076","697"
"76","TC040018","696"
"77","IB080099","696"
"78","CH040326","696"
"79","KA110322","696"
"80","CH010162","696"
"81","SA050051","696"
"82","SA050052","696"
"83","CH040173","695"
"84","CH040218","695"
"85","CH010022","694"
"86","NA030125","693"
"87","KA110406","693"
"88","KA150025","692"
"89","YA010015","692"
"90","KA020072","692"
"91","TK150056","692"
"92","NA010097","692"
"93","TK130030","691"
"94","NA030049","691"
"95","IB050071","691"
"96","CH040272","690"
"97","CH040470","688"
"98","CH030074","688"
"99","CH040128","687"
"100","IB020024","687"
"101","SA090027","687"
"102","KA110249","686"
"103","KA110333","686"
"104","TK090049","686"
"105","KA160049","685"
"106","CH040161","685"
"107","CH040588","685"
"108","KA110485","685"
"109","IB040398","684"
"110","CH040460","684"
"111","IB100049","683"
"112","TK090003","683"
"113","NA030093","683"
"114","CH040474","682"
"115","TK090047","682"
"116","TK090048","682"
"117","CH040557","682"
"118","NA010096","682"
"119","IB010006","681"
"120","KA110187","681"
"121","KA100043","681"
"122","TC030004","680"
"123","IB040018","680"
"124","TK090039","680"
"125","KA120080","680"
"126","KA010051","679"
"127","TK090002","678"
"128","KA110226","678"
"129","SA050042","678"
"130","KA100004","677"
"131","KA100014","677"
"132","KA040083","677"
"133","SA050047","677"
"134","KA110015","676"
"135","CH040145","676"
"136","CH040300","676"
"137","KA110139","676"
"138","CH020136","676"
"139","GU030275","675"
"140","CH040512","675"
"141","CH010037","674"
"142","CH040641","674"
"143","IB050006","673"
"144","KA040084","673"
"145","IB050029","673"
"146","TK090033","673"
"147","KA070416","673"
"148","KA130023","673"
"149","IB070037","672"
"150","KA120121","672"
"151","KA140013","671"
"152","KA040055","671"
"153","CH040501","671"
"154","IB020039","671"
"155","CH040639","671"
"156","KA020041","670"
"157","CH010042","670"
"158","KA010286","670"
"159","CH020311","670"
"160","KA080006","669"
"161","CH040166","669"
"162","TK090035","669"
"163","KA110304","669"
"164","CH020312","669"
"165","TK090051","669"
"166","IB050135","669"
"167","GU050019","668"
"168","CH020180","668"
"169","TC030169","668"
"170","NA010089","668"
"171","KA110292","667"
"172","NA030045","666"
"173","KA020079","666"
"174","SA020050","666"
"175","NA060092","666"
"176","CH020181","666"
"177","GU010022","665"
"178","KA100008","665"
"179","KA110324","665"
"180","KA110329","665"
"181","KA010455","665"
"182","IB040027","664"
"183","TC030019","664"
"184","KA110109","664"
"185","NA030033","664"
"186","IB050136","664"
"187","CH040628","664"
"188","CH010181","664"
"189","KA070017","663"
"190","SA130026","663"
"191","KA100020","663"
"192","CH040306","663"
"193","KA110305","663"
"194","KA120115","663"
"195","CH040599","663"
"196","IB040538","662"
"197","CH040480","662"
"198","TK050127","662"
"199","IB040876","662"
"200","TK050061","661"
"201","KA080125","661"
"202","CH040167","661"
"203","NA060042","661"
"204","SA050025","661"
"205","KA080046","660"
"206","KA100033","660"
"207","TK040238","660"
"208","CH040448","660"
"209","SA050024","659"
"210","CH040252","659"
"211","KA070304","659"
"212","IB010066","659"
"213","IB010077","659"
"214","KA070104","658"
"215","TK090036","658"
"216","YA010189","658"
"217","KA010152","657"
"218","SA050022","657"
"219","SA050026","657"
"220","TC030050","657"
"221","IB010057","657"
"222","KA010453","657"
"223","CH040209","656"
"224","IB070082","656"
"225","SA050029","656"
"226","TC030145","656"
"227","CH040596","656"
"228","TC030012","655"
"229","SA050020","655"
"230","TC030049","655"
"231","KA110423","655"
"232","SA020074","655"
"233","KA070565","654"
"234","TK040028","653"
"235","TK130024","653"
"236","KA110100","653"
"237","CH040003","652"
"238","KA120050","652"
"239","IB050033","652"
"240","KA150153","652"
"241","TK060110","652"
"242","CH020371","652"
"243","NA030154","652"
"244","YA010004","651"
"245","KA150142","651"
"246","CH030024","651"
"247","CH020075","651"
"248","CH020351","651"
"249","GU010142","651"
"250","CH040584","651"
"251","CH040027","650"
"252","SA020039","650"
"253","KA110363","650"
"254","KA070692","650"
"255","TK130284","650"
"256","CH040598","650"
"257","CH040074","649"
"258","KA070099","649"
"259","KA110170","649"
"260","IB010076","649"
"261","KA160354","649"
"262","IB050124","649"
"263","TK130251","649"
"264","KA110445","649"
"265","KA110284","648"
"266","IB070087","648"
"267","KA100001","647"
"268","KA020035","647"
"269","NA010055","647"
"270","SA130038","647"
"271","KA080381","647"
"272","KA160033","646"
"273","KA020032","646"
"274","CH040289","646"
"275","TK040280","646"
"276","KA110112","645"
"277","KA080199","645"
"278","IB020035","645"
"279","IB050063","645"
"280","CH020107","645"
"281","TK040246","645"
"282","KA110420","645"
"283","NA050004","645"
"284","NA030143","645"
"285","GU010012","644"
"286","NA030043","644"
"287","TK090004","644"
"288","CH020313","644"
"289","CH020354","644"
"290","TK090052","644"
"291","CH040566","644"
"292","TK060242","643"
"293","KA110277","643"
"294","TK090038","643"
"295","KA010278","643"
"296","CH040077","642"
"297","TK040119","642"
"298","KA150034","642"
"299","YA040012","642"
"300","YA040025","642"
"301","TC030048","642"
"302","TK130154","642"
"303","IB050156","642"
"304","KA150264","642"
"305","KA110468","642"
"306","KA110043","641"
"307","IB080031","641"
"308","NA030046","641"
"309","TK060005","641"
"310","TK060093","641"
"311","YA040031","641"
"312","TK130129","641"
"313","GU020240","641"
"314","IB070084","641"
"315","KA110342","641"
"316","SA050044","641"
"317","CH040511","641"
"318","SA090026","641"
"319","KA070154","640"
"320","KA070277","640"
"321","IB040646","640"
"322","KA110366","640"
"323","KA110442","640"
"324","YA040074","640"
"325","IB010065","639"
"326","TK130173","639"
"327","TK090050","639"
"328","SA050023","638"
"329","NA060069","638"
"330","CH040401","638"
"331","CH040381","638"
"332","TC030097","638"
"333","KA150271","638"
"334","YA040005","637"
"335","KA150067","637"
"336","TK130104","637"
"337","KA070314","637"
"338","IB010088","637"
"339","YA010214","637"
"340","KA110091","636"
"341","KA030008","636"
"342","KA040088","636"
"343","KA010247","636"
"344","KA010285","636"
"345","IB010105","636"
"346","KA110458","636"
"347","KA020002","635"
"348","SA020009","635"
"349","IB080047","635"
"350","KA150075","635"
"351","KA110240","635"
"352","KA100032","635"
"353","KA110291","635"
"354","CH040389","635"
"355","IB050084","635"
"356","KA010337","635"
"357","TK090027","635"
"358","YA040013","634"
"359","YA010046","634"
"360","CH010053","634"
"361","TK130158","634"
"362","KA070494","634"
"363","KA150235","634"
"364","CH040510","634"
"365","SA130041","634"
"366","TK130239","634"
"367","CH020396","634"
"368","KA070191","633"
"369","KA080185","633"
"370","TK130198","633"
"371","NA030123","633"
"372","TK060567","633"
"373","KA110431","633"
"374","KA010127","632"
"375","KA070193","632"
"376","IB050028","632"
"377","IB050072","632"
"378","TK130181","632"
"379","CH010141","632"
"380","KA080309","632"
"381","IB050114","632"
"382","IB010101","632"
"383","TK060560","632"
"384","KA010138","631"
"385","KA120058","631"
"386","KA020078","631"
"387","IB050066","631"
"388","CH040540","631"
"389","KA150114","630"
"390","KA120052","630"
"391","TK090037","630"
"392","IB050073","630"
"393","KA110306","630"
"394","TK050126","630"
"395","CH040539","630"
"396","KA160111","629"
"397","IB050010","629"
"398","KA100021","629"
"399","CH040379","629"
"400","YA040068","629"
"401","CH040579","629"
"402","KA110440","629"
"403","KA010443","629"
"404","SA020012","628"
"405","IB040093","628"
"406","TC030020","628"
"407","YA040014","628"
"408","TC030072","628"
"409","KA080198","628"
"410","KA170028","628"
"411","SA020062","628"
"412","CH040569","628"
"413","CH040075","627"
"414","KA100010","627"
"415","NA030089","627"
"416","KA070366","627"
"417","KA120075","627"
"418","CH020135","627"
"419","TC030093","627"
"420","YA010137","627"
"421","KA040053","627"
"422","IB050121","627"
"423","CH010176","627"
"424","CH040590","627"
"425","CH020409","627"
"426","KA010049","626"
"427","IB050001","626"
"428","GU020031","626"
"429","TK060004","626"
"430","CH040165","626"
"431","NA060040","626"
"432","KA070390","626"
"433","KA160392","626"
"434","TK050045","625"
"435","IB040552","625"
"436","CH040399","625"
"437","TK130195","625"
"438","KA040074","625"
"439","CH010020","624"
"440","KA080072","624"
"441","KA110147","624"
"442","CH040225","624"
"443","KA110203","624"
"444","KA110250","624"
"445","GU010084","624"
"446","NA060095","624"
"447","CH040526","624"
"448","YA010010","623"
"449","IB090015","623"
"450","KA010136","623"
"451","SA050037","623"
"452","KA010344","623"
"453","IB100104","623"
"454","CH010172","623"
"455","KA150112","622"
"456","NA060129","622"
"457","IB080165","622"
"458","KA020034","621"
"459","SA130035","621"
"460","CH020178","621"
"461","KA070493","621"
"462","SA020060","621"
"463","CH040565","621"
"464","TK090083","621"
"465","TK040018","620"
"466","CH040082","620"
"467","KA160110","620"
"468","IB070050","620"
"469","SA090007","620"
"470","TK060399","620"
"471","CH040376","620"
"472","CH020126","620"
"473","CH040523","620"
"474","KA110443","620"
"475","KA020026","619"
"476","KA020037","619"
"477","KA070123","619"
"478","CH040358","619"
"479","KA070384","619"
"480","CH010123","619"
"481","IB050103","619"
"482","SA100008","619"
"483","KA070497","619"
"484","KA010389","619"
"485","IB050126","619"
"486","KA080365","619"
"487","NA030166","619"
"488","IB100112","619"
"489","YA040002","618"
"490","IB070015","618"
"491","KA010060","618"
"492","IB070036","618"
"493","CH040151","618"
"494","CH010052","618"
"495","CH030014","618"
"496","KA110257","618"
"497","KA070382","618"
"498","SA130037","618"
"499","CH020143","618"
"500","CH020353","618"
"501","TK090053","618"
"502","CH010146","618"
"503","KA010457","618"
"504","KA160112","617"
"505","KA110123","617"
"506","IB050038","617"
"507","CH040261","617"
"508","KA110288","617"
"509","TK130203","617"
"510","IB090053","617"
"511","KA070536","617"
"512","CH040554","617"
"513","KA010442","617"
"514","KA100011","616"
"515","IB050036","616"
"516","CH040355","616"
"517","KA110347","616"
"518","CH020361","616"
"519","NA060159","616"
"520","NA030167","616"
"521","IB080009","615"
"522","YA010023","615"
"523","NA030042","615"
"524","CH040255","615"
"525","GU010075","615"
"526","CH020122","615"
"527","CH010140","615"
"528","KA150228","615"
"529","KA110409","615"
"530","SA050002","614"
"531","CH040094","614"
"532","KA120066","614"
"533","GU010067","614"
"534","KA110287","614"
"535","SA130036","614"
"536","KA080290","614"
"537","KA140011","613"
"538","TK050030","613"
"539","TK130037","613"
"540","GU020071","613"
"541","TK040196","613"
"542","KA110189","613"
"543","KA110221","613"
"544","IB050062","613"
"545","CH010106","613"
"546","TK090040","613"
"547","CH020071","613"
"548","CH010133","613"
"549","CH040506","613"
"550","TK060531","613"
"551","IB100116","613"
"552","KA110192","612"
"553","TK040200","612"
"554","CH040278","612"
"555","IB020027","612"
"556","IB040613","612"
"557","TK090054","612"
"558","SA020068","612"
"559","CH010180","612"
"560","KA100006","611"
"561","NA060141","611"
"562","KA070601","611"
"563","TK060533","611"
"564","KA150107","610"
"565","NA030038","610"
"566","KA010105","610"
"567","KA010217","610"
"568","CH020247","610"
"569","KA160320","610"
"570","KA110341","610"
"571","KA070522","610"
"572","KA110466","610"
"573","KA100073","610"
"574","KA050001","609"
"575","KA120012","609"
"576","IB070017","609"
"577","CH040126","609"
"578","SA050021","609"
"579","CH040251","609"
"580","IB050068","609"
"581","KA080301","609"
"582","KA160380","609"
"583","KA120118","609"
"584","IB080018","608"
"585","TK130026","608"
"586","IB070061","608"
"587","KA160171","608"
"588","KA160251","608"
"589","KA150084","608"
"590","IB100095","608"
"591","KA070383","608"
"592","CH040484","608"
"593","GU020288","608"
"594","GU020286","608"
"595","NA010079","608"
"596","KA150250","608"
"597","KA100063","608"
"598","KA100070","608"
"599","NA010043","607"
"600","CH040090","607"
"601","IB080039","607"
"602","KA080045","607"
"603","KA110104","607"
"604","TC040004","607"
"605","IB040401","607"
"606","CH040264","607"
"607","TK040210","607"
"608","KA010248","607"
"609","CH040483","607"
"610","NA010081","607"
"611","KA010425","607"
"612","KA160416","607"
"613","KA150103","606"
"614","IB080005","606"
"615","TK130043","606"
"616","NA060012","606"
"617","IB010016","606"
"618","GU050014","606"
"619","IB020017","606"
"620","TK060090","606"
"621","SA090013","606"
"622","TK130085","606"
"623","KA170020","606"
"624","IB010054","606"
"625","IB040657","606"
"626","CH040419","606"
"627","CH020142","606"
"628","KA110447","606"
"629","KA130012","606"
"630","KA110489","606"
"631","NA010042","605"
"632","KA150020","605"
"633","KA010089","605"
"634","IB070060","605"
"635","KA110229","605"
"636","CH040354","605"
"637","KA160296","605"
"638","YA010121","605"
"639","CH040468","605"
"640","NA010086","605"
"641","KA070678","605"
"642","IB040879","605"
"643","GU030521","605"
"644","GU010009","604"
"645","KA080074","604"
"646","TK040209","604"
"647","IB050058","604"
"648","GU020188","604"
"649","KA010241","604"
"650","IB050064","604"
"651","KA110307","604"
"652","IB050102","604"
"653","SA050050","604"
"654","CH040595","604"
"655","IB040001","603"
"656","TK040004","603"
"657","KA160040","603"
"658","KA150035","603"
"659","KA070068","603"
"660","KA070175","603"
"661","CH040250","603"
"662","CH040357","603"
"663","KA150163","603"
"664","KA120081","603"
"665","NA030122","603"
"666","KA110368","603"
"667","IB010103","603"
"668","IB020040","603"
"669","KA020013","602"
"670","KA110074","602"
"671","GU010023","602"
"672","IB020016","602"
"673","KA160150","602"
"674","YA040054","602"
"675","KA030013","602"
"676","SA100007","602"
"677","TK130144","602"
"678","NA030091","602"
"679","YA030006","602"
"680","KA070503","602"
"681","KA110323","602"
"682","CH040440","602"
"683","KA070445","602"
"684","KA040054","602"
"685","KA080339","602"
"686","KA070009","601"
"687","CH010018","601"
"688","KA110070","601"
"689","KA070075","601"
"690","CH010038","601"
"691","KA080049","601"
"692","CH010044","601"
"693","IB050031","601"
"694","CH010097","601"
"695","NA030100","601"
"696","KA010300","601"
"697","NA060135","601"
"698","IB140122","601"
"699","CH040547","601"
"700","IB040921","601"
"701","KA160106","600"
"702","GU020070","600"
"703","KA040089","600"
"704","IB070074","600"
"705","IB090055","600"
"706","TC030117","600"
"707","KA040057","600"
"708","KA110397","600"
"709","KA160387","600"
"710","YA010201","600"
"711","NA050003","600"
"712","TK060577","600"
"713","TK150076","600"
"714","TC030206","600"
"715","YA010007","599"
"716","KA010107","599"
"717","CH010060","599"
"718","KA020061","599"
"719","YA010067","599"
"720","NA060068","599"
"721","GU050021","599"
"722","NA030112","599"
"723","CH020137","599"
"724","CH020182","599"
"725","IB070086","599"
"726","KA070618","599"
"727","KA110451","599"
"728","IB050164","599"
"729","SA090000","598"
"730","CH010021","598"
"731","IB080059","598"
"732","SA050019","598"
"733","KA120051","598"
"734","KA150151","598"
"735","IB050041","598"
"736","NA030079","598"
"737","CH040374","598"
"738","CH040375","598"
"739","CH030048","598"
"740","KA010406","598"
"741","KA010444","598"
"742","KA070702","598"
"743","KA120116","598"
"744","KA170084","598"
"745","TK090001","597"
"746","KA070002","597"
"747","CH040088","597"
"748","KA160107","597"
"749","KA120068","597"
"750","IB050046","597"
"751","IB020028","597"
"752","KA080172","597"
"753","CH040321","597"
"754","IB050091","597"
"755","IB080128","597"
"756","KA010388","597"
"757","KA070598","597"
"758","TK090071","597"
"759","KA120100","597"
"760","KA110419","597"
"761","TK130257","597"
"762","YA040003","596"
"763","IB050005","596"
"764","TC030018","596"
"765","TK040120","596"
"766","TK130048","596"
"767","KA150144","596"
"768","CH040158","596"
"769","TC040014","596"
"770","KA010171","596"
"771","KA020074","596"
"772","IB050042","596"
"773","KA070369","596"
"774","KA160291","596"
"775","KA100037","596"
"776","IB050087","596"
"777","CH020176","596"
"778","KA080284","596"
"779","KA110448","596"
"780","TC030175","596"
"781","KA140014","595"
"782","TC030021","595"
"783","IB040264","595"
"784","KA070148","595"
"785","TK040184","595"
"786","IB040343","595"
"787","TK130109","595"
"788","KA010242","595"
"789","IB040649","595"
"790","YA010153","595"
"791","KA070546","595"
"792","TK150066","595"
"793","KA110469","595"
"794","KA070750","595"
"795","KA100071","595"
"796","GU010002","594"
"797","TK060257","594"
"798","TC040012","594"
"799","KA040093","594"
"800","NA030054","594"
"801","IB040361","594"
"802","CH040243","594"
"803","IB050059","594"
"804","KA150202","594"
"805","KA140042","594"
"806","IB080111","594"
"807","IB080119","594"
"808","TK040256","594"
"809","NA060115","594"
"810","CH020352","594"
"811","KA070011","593"
"812","CH040100","593"
"813","IB100053","593"
"814","KA120046","593"
"815","CH040162","593"
"816","IB010030","593"
"817","KA110245","593"
"818","SA100003","593"
"819","KA150221","593"
"820","CH020362","593"
"821","CH020366","593"
"822","KA160381","593"
"823","IB040935","593"
"824","CH010001","592"
"825","KA070089","592"
"826","NA030034","592"
"827","GU020056","592"
"828","TK130100","592"
"829","KA110200","592"
"830","KA110227","592"
"831","CH040359","592"
"832","TK090059","592"
"833","CH020367","592"
"834","KA110408","592"
"835","IB050157","592"
"836","KA080382","592"
"837","GU050004","591"
"838","IB040099","591"
"839","TK130040","591"
"840","SA020016","591"
"841","KA150124","591"
"842","IB020018","591"
"843","TK130099","591"
"844","YA010068","591"
"845","CH040230","591"
"846","KA110246","591"
"847","NA030082","591"
"848","NA010061","591"
"849","CH040409","591"
"850","SA040001","591"
"851","SA130040","591"
"852","KA160364","591"
"853","KA070625","591"
"854","KA100061","591"
"855","KA130014","591"
"856","IB020009","590"
"857","KA080058","590"
"858","KA010116","590"
"859","NA030048","590"
"860","KA150072","590"
"861","NA030096","590"
"862","CH020120","590"
"863","IB050085","590"
"864","TK060457","590"
"865","KA070521","590"
"866","IB020038","590"
"867","TC030171","590"
"868","IB040920","590"
"869","TC030199","590"
"870","IB080041","589"
"871","CH040107","589"
"872","TK130064","589"
"873","TK130120","589"
"874","CH040269","589"
"875","KA070298","589"
"876","NA030086","589"
"877","NA030092","589"
"878","CH040424","589"
"879","CH030055","589"
"880","TK040281","589"
"881","KA120119","589"
"882","CH040626","589"
"883","KA070014","588"
"884","TK060092","588"
"885","IB050030","588"
"886","TK130106","588"
"887","IB050051","588"
"888","IB040545","588"
"889","IB010089","588"
"890","YA010127","588"
"891","CH020175","588"
"892","KA070452","588"
"893","CH020397","588"
"894","TK130261","588"
"895","CH040006","587"
"896","KA020040","587"
"897","GU010041","587"
"898","KA150076","587"
"899","GU010044","587"
"900","IB050037","587"
"901","CH040344","587"
"902","KA100039","587"
"903","KA120109","587"
"904","IB040826","587"
"905","TK060581","587"
"906","KA150260","587"
"907","KA010007","586"
"908","KA150021","586"
"909","KA120027","586"
"910","KA070069","586"
"911","IB070047","586"
"912","KA150064","586"
"913","IB040451","586"
"914","YA010101","586"
"915","IB040513","586"
"916","NA030080","586"
"917","KA080176","586"
"918","CH010127","586"
"919","IB080132","586"
"920","CH020302","586"
"921","GU030420","586"
"922","YA010169","586"
"923","KA010465","586"
"924","TC030212","586"
"925","CH010182","586"
"926","KA150019","585"
"927","KA110069","585"
"928","CH040101","585"
"929","IB070049","585"
"930","IB070051","585"
"931","KA110138","585"
"932","KA010128","585"
"933","TK130076","585"
"934","CH010085","585"
"935","CH040244","585"
"936","CH040273","585"
"937","CH040296","585"
"938","CH040294","585"
"939","TK090042","585"
"940","CH010136","585"
"941","KA010387","585"
"942","NA060150","585"
"943","IB040821","585"
"944","IB040912","585"
"945","KA110470","585"
"946","KA040080","585"
"947","KA020025","584"
"948","TC030037","584"
"949","TK050062","584"
"950","IB050018","584"
"951","KA110185","584"
"952","KA110188","584"
"953","TK150013","584"
"954","CH040291","584"
"955","SA020038","584"
"956","TC030080","584"
"957","KA160319","584"
"958","KA080298","584"
"959","KA110362","584"
"960","KA010339","584"
"961","KA160383","584"
"962","KA130015","584"
"963","YA010006","583"
"964","KA020054","583"
"965","KA110124","583"
"966","KA040090","583"
"967","IB050032","583"
"968","TK040215","583"
"969","SA050033","583"
"970","IB040686","583"
"971","SA050036","583"
"972","SA050001","582"
"973","SA090004","582"
"974","IB010014","582"
"975","TK060205","582"
"976","NA060019","582"
"977","CH010054","582"
"978","KA150081","582"
"979","TK150020","582"
"980","KA110274","582"
"981","KA110295","582"
"982","TK130170","582"
"983","KA170043","582"
"984","TK040291","582"
"985","KA040069","582"
"986","KA150269","582"
"987","CH040016","581"
"988","IB040035","581"
"989","YA010026","581"
"990","IB100022","581"
"991","CH040123","581"
"992","KA070114","581"
"993","GU020059","581"
"994","SA090010","581"
"995","CH010066","581"
"996","KA160174","581"
"997","NA060066","581"
"998","CH040275","581"
"999","IB040698","581"
"1000","CH020303","581"
"1001","NA060127","581"
"1002","SA090022","581"
"1003","KA100045","581"
"1004","TC030137","581"
"1005","TK130295","581"
"1006","GU010148","581"
"1007","IB090010","580"
"1008","YA010029","580"
"1009","GU020067","580"
"1010","KA010151","580"
"1011","KA070173","580"
"1012","KA070223","580"
"1013","GU030192","580"
"1014","CH040319","580"
"1015","IB020033","580"
"1016","NA030102","580"
"1017","KA110294","580"
"1018","TK060448","580"
"1019","KA070491","580"
"1020","KA120096","580"
"1021","KA070570","580"
"1022","NA030132","580"
"1023","KA070642","580"
"1024","CH040568","580"
"1025","IB040829","580"
"1026","IB050152","580"
"1027","TK060611","580"
"1028","KA080001","579"
"1029","KA110059","579"
"1030","GU010016","579"
"1031","TK040137","579"
"1032","KA020051","579"
"1033","KA080087","579"
"1034","KA120054","579"
"1035","KA110163","579"
"1036","NA010037","579"
"1037","GU010073","579"
"1038","CH040316","579"
"1039","NA010057","579"
"1040","CH020170","579"
"1041","KA150222","579"
"1042","IB040833","579"
"1043","TK130254","579"
"1044","KA070717","579"
"1045","CH020032","578"
"1046","IB020012","578"
"1047","KA150139","578"
"1048","TK060091","578"
"1049","IB080097","578"
"1050","NA060070","578"
"1051","KA160268","578"
"1052","TK150033","578"
"1053","TK090034","578"
"1054","KA070381","578"
"1055","TC030085","578"
"1056","KA110308","578"
"1057","KA160300","578"
"1058","TK060459","578"
"1059","KA070564","578"
"1060","KA150193","578"
"1061","CH040553","578"
"1062","NA070007","578"
"1063","TC030002","577"
"1064","KA010013","577"
"1065","IB040026","577"
"1066","CH040055","577"
"1067","YA040001","577"
"1068","TK130063","577"
"1069","KA080073","577"
"1070","KA070178","577"
"1071","IB010037","577"
"1072","KA110219","577"
"1073","CH040322","577"
"1074","KA010251","577"
"1075","KA010256","577"
"1076","KA080238","577"
"1077","CH040444","577"
"1078","CH020177","577"
"1079","CH020291","577"
"1080","TK150068","577"
"1081","KA020004","576"
"1082","NA010007","576"
"1083","IB070032","576"
"1084","TK060207","576"
"1085","KA150055","576"
"1086","KA080065","576"
"1087","KA120062","576"
"1088","KA050007","576"
"1089","TK130163","576"
"1090","KA040041","576"
"1091","CH040429","576"
"1092","CH020174","576"
"1093","KA070499","576"
"1094","KA120094","576"
"1095","TK060563","576"
"1096","KA070715","576"
"1097","KA120120","576"
"1098","CH020414","576"
"1099","IB070092","576"
"1100","KA020019","575"
"1101","YA010024","575"
"1102","IB040162","575"
"1103","NA030088","575"
"1104","CH010121","575"
"1105","KA110332","575"
"1106","NA060110","575"
"1107","KA110334","575"
"1108","CH020183","575"
"1109","TK100004","575"
"1110","SA020070","575"
"1111","TK060414","575"
"1112","GU020023","574"
"1113","KA160140","574"
"1114","IB040262","574"
"1115","YA010070","574"
"1116","KA020080","574"
"1117","TK130117","574"
"1118","IB040534","574"
"1119","KA110267","574"
"1120","TC030062","574"
"1121","NA060116","574"
"1122","KA070560","574"
"1123","TC030168","574"
"1124","NA060162","574"
"1125","IB050162","574"
"1126","KA080060","573"
"1127","KA010101","573"
"1128","IB020023","573"
"1129","IB010051","573"
"1130","KA070313","573"
"1131","CH040457","573"
"1132","NA060118","573"
"1133","GU020309","573"
"1134","KA070486","573"
"1135","CH030061","573"
"1136","KA080299","573"
"1137","KA160346","573"
"1138","TK090060","573"
"1139","YA010175","573"
"1140","GU010129","573"
"1141","IB040890","573"
"1142","KA070698","573"
"1143","IB080166","573"
"1144","KA160041","572"
"1145","IB070018","572"
"1146","TK130053","572"
"1147","NA060029","572"
"1148","IB070075","572"
"1149","TK060320","572"
"1150","KA010306","572"
"1151","SA020030","572"
"1152","YA010105","572"
"1153","CH020096","572"
"1154","GU030386","572"
"1155","KA150244","572"
"1156","IB050019","571"
"1157","TK090008","571"
"1158","SA130022","571"
"1159","IB010031","571"
"1160","TK150014","571"
"1161","KA070264","571"
"1162","GU020186","571"
"1163","TK060024","571"
"1164","TK040225","571"
"1165","KA080300","571"
"1166","IB080136","571"
"1167","KA180013","571"
"1168","TK130231","571"
"1169","YA010193","571"
"1170","CH010170","571"
"1171","KA080364","571"
"1172","KA110454","571"
"1173","NA010009","570"
"1174","KA160053","570"
"1175","CH040050","570"
"1176","IB010011","570"
"1177","KA020023","570"
"1178","IB070034","570"
"1179","GU030008","570"
"1180","IB050023","570"
"1181","IB070065","570"
"1182","TK090009","570"
"1183","KA110167","570"
"1184","KA170016","570"
"1185","KA070263","570"
"1186","KA010218","570"
"1187","NA030095","570"
"1188","CH040438","570"
"1189","CH030056","570"
"1190","IB040763","570"
"1191","TC030155","570"
"1192","NA060170","570"
"1193","KA150259","570"
"1194","CH040633","570"
"1195","KA110023","569"
"1196","KA010064","569"
"1197","KA070097","569"
"1198","KA140037","569"
"1199","KA160094","569"
"1200","KA080160","569"
"1201","CH040314","569"
"1202","KA070402","569"
"1203","CH040421","569"
"1204","IB040670","569"
"1205","KA110345","569"
"1206","CH040458","569"
"1207","IB040692","569"
"1208","GU040205","569"
"1209","CH010163","569"
"1210","IB050133","569"
"1211","TK130264","569"
"1212","TK060416","569"
"1213","YA040004","568"
"1214","KA140032","568"
"1215","GU030095","568"
"1216","KA070141","568"
"1217","TK060000","568"
"1218","KA110184","568"
"1219","GU020179","568"
"1220","IB070083","568"
"1221","KA160287","568"
"1222","CH040451","568"
"1223","NA060128","568"
"1224","GU030423","568"
"1225","KA110389","568"
"1226","KA100056","568"
"1227","KA010384","568"
"1228","SA020064","568"
"1229","CH040534","568"
"1230","TK050135","568"
"1231","TK060559","568"
"1232","IB050138","568"
"1233","IB040904","568"
"1234","SA130042","568"
"1235","GU010001","567"
"1236","SA020002","567"
"1237","KA020008","567"
"1238","CH040022","567"
"1239","CH040198","567"
"1240","IB070052","567"
"1241","CH040021","567"
"1242","KA150054","567"
"1243","TC040006","567"
"1244","KA110152","567"
"1245","IB040289","567"
"1246","TK150012","567"
"1247","CH010099","567"
"1248","IB050086","567"
